-0.186	2.68
-0.158	3.14
-0.13	3
-0.102	3.07
-0.074	2.8
-0.046	2.89
-0.018	3.4
0.01	7.86
0.038	13.7
0.066	14.1
0.094	16.6
0.122	16.8
0.15	16.4
0.178	16.8
0.206	16.4
0.234	17.2
0.262	16.6
0.29	16.6
0.318	16.3
0.346	15.8
0.374	14.9
0.402	14.9
0.43	16.1
0.458	15.3
0.486	15.2
0.514	15.2
0.542	14
0.57	15
0.598	14.7
0.626	14.5
0.654	15.4
0.682	16.2
0.71	15.4
0.738	14.5
0.766	16.4
0.794	14.6
0.822	15.2
0.85	14.8
0.878	13.7
0.906	14.4
0.934	15.1
0.962	17.9
0.99	17.8
1.02	10.7
1.05	5.53
1.07	5.49
1.1	5.55
1.13	5.43
1.16	5.36
1.19	6.2
