-0.186	64.8
-0.158	65.1
-0.13	65.4
-0.102	66.2
-0.074	65.3
-0.046	65.8
-0.018	65.5
0.01	67.4
0.038	71.3
0.066	71.6
0.094	70.2
0.122	69.4
0.15	68.6
0.178	69.4
0.206	69.5
0.234	69.2
0.262	68.5
0.29	69.9
0.318	70.1
0.346	71.1
0.374	70.9
0.402	69.7
0.43	70.5
0.458	72.6
0.486	72.7
0.514	74.2
0.542	76.1
0.57	77
0.598	79.4
0.626	81
0.654	82.1
0.682	82.9
0.71	85.4
0.738	86.6
0.766	88.2
0.794	90.8
0.822	93
0.85	95.7
0.878	95.4
0.906	95.7
0.934	98.2
0.962	101
0.99	101
1.02	98.8
1.05	95.2
1.07	94.9
1.1	94.9
1.13	93.8
1.16	93.2
1.19	94.9
